"Raison Sociale",SIREN,Année,Note,Structure,"Nom UES","Entreprises UES (SIREN)",Région,Département
"Aubert & Duval",380342808,2018,69/100,"Unité Economique et Sociale (UES)","Aubert & Duval","Interforge (732032271)",Ile-de-France,Paris
"BERGERAT MONNOYEUR",38023116,2018,64/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"ORANGE SA",380129866,2018,94/100,"Unité Economique et Sociale (UES)","UES ORANGE","ORANGE CARAIBES (379984891), ORANGE PORTEAPORTE (413349213)",Ile-de-France,Paris
"Continental France SNC",380110304,2018,78/100,Entreprise,"","","Grand Est",Moselle
"Groupama Grand Est",379906753,2018,84/100,Entreprise,"","","Grand Est",Bas-Rhin
"GROUPAMA MEDITERRANEE",379834906,2018,90/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
"SAP FRANCE",379821994,2018,84/100,"Unité Economique et Sociale (UES)","UES SAP FRANCE","SAP FRANCE HOLDING (341612687)",Ile-de-France,Hauts-de-Seine
"NEXTER SYSTEMS",379706344,2018,74/100,"Unité Economique et Sociale (UES)","UES NEXTER","NEXTER MUNITIONS (339946469), NEXTER MECHANICS (439551110), NEXTER ELECTRONICS (439568700), NEXTER TRAINING (501655880), NBC SYSTEMS (439570417), OPTSYS (508707262), NEXTER ROBOTICS (538115684)",Ile-de-France,Yvelines
"SANTE ATLANTIQUE",379642481,2018,74/80,Entreprise,"","","Pays de la Loire",Loire-Atlantique
"Holding de Restauration Concédée",379455231,2018,84/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"PRO IMPEC",379129497,2018,94/100,Entreprise,"","",Hauts-de-France,Nord
"FRAMATOME SAS",379041395,2018,74/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"XPO SCH FR",378992895,2018,88/100,"Unité Economique et Sociale (UES)","UES XPO SCH FR et XPO SCH NORD & EST FR","XPO SCH NORD & EST FR (484833876)",Occitanie,Haute-Garonne
"XPO SCH FR",378992895,2018,88/100,"Unité Economique et Sociale (UES)","XPO SCH FR & XPO SCH NORD & EST","XPO SCH NORD & EST FR (484833876)",Occitanie,Haute-Garonne
"WORLDLINE SA",378901946,2018,88/100,"Unité Economique et Sociale (UES)","UES WORLDLINE","EQUENSWORDLINE (819173782), MANTIS (352188601), SANTEOS (419300678)",Ile-de-France,"Val-d'oise"
"NATURE ET DECOUVERTES SA",378702674,2018,74/100,Entreprise,"","",Ile-de-France,Yvelines
"MBDA France",378168470,2018,89/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"HERTZ FRANCE SAS",377839667,2018,88/100,Entreprise,"","",Ile-de-France,Yvelines
OUEST-FRANCE,377714654,2018,71/100,"Unité Economique et Sociale (UES)","OUEST-FRANCE SIGL","SIGL (381844109)",Bretagne,Ille-et-Vilaine
"CLINITEX SERVICES",377679634,2018,84/100,"Unité Economique et Sociale (UES)",CLINITEX,"CLINITEX GRAND LILLE NORD (422674069), CLINITEX GRAND LILLE SUD (792115115), IMPEC PROPRETE (790234454), CLINITEX SAMBRE HAINAUT (431913698), CLINITEX 62 (422678722), CLINITEX PICARDIE (453078305), CLINITEX NORMANDIE (489355594), CLINITEX PARIS GRAND EST (819333170), CLINITEX REGION SUD (838232403), SOUS TRAITANCE NETTOYAGE (338429525)",Hauts-de-France,Nord
"Wavestone SA",377550249,2018,85/100,"Unité Economique et Sociale (UES)",Wavestone,"Wavestone Advisors (433224847)",Ile-de-France,Hauts-de-Seine
"​FM France",367801404,2018,89/100,Entreprise,"","","Grand Est",Moselle
"ROQUETTE FRERES",357200054,2018,77/100,Entreprise,"","",Hauts-de-France,Pas-de-Calais
"BANQUE POPULAIRE ALSACE LORRAINE CHAMPAGNE",356801571,2018,93/100,Entreprise,"","","Grand Est",Moselle
"LA POSTE",356000000,2018,94/100,Entreprise,"","",Ile-de-France,Paris
"ZIEGLER FRANCE S.A.",354500225,2018,78/100,Entreprise,"","",Hauts-de-France,Nord
"The Marketingroup",353944093,2018,80/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
SQLI,353861909,2018,81/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"CAISSE D'EPARGNE AQUITAINE POITOU-CHARENTES",353821028,2018,89/100,Entreprise,"","",Nouvelle-Aquitaine,Gironde
"CITE MARINE",353786841,2018,80/100,Entreprise,"","",Bretagne,Morbihan
"AXA IM Paris",353534506,2018,95/100,"Unité Economique et Sociale (UES)","UES AXA Investment Managers","AXA INVESTMENT MANAGERS (393051826), AXA IM IF (414875575), AXA REIM France (397991670), AXA REIM SA (414872028), AXA REIM SGP (500838214)",Ile-de-France,Paris
"Assistance aéronautique et aérospatiale",353522204,2018,89/100,Entreprise,"","",Ile-de-France,Paris
"TELEPERFORMANCE France",353380793,2018,84/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Association des Cités du Secours Catholique",353305238,2018,78/100,Entreprise,"","",Ile-de-France,Paris
"Modis France",353150261,2018,77/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
AUSY,352905707,2018,64/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Safran Engineering Services",352876197,2018,74/85,Entreprise,"","",Occitanie,Haute-Garonne
"EIFFAGE GENIE CIVIL",352745749,2018,66/100,Entreprise,"","",Ile-de-France,Yvelines
"Kloeckner Metals France",352645501,2018,79/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"CAISSE D'EPARGNE BOURGOGNE FRANCHE COMTE",352483341,2018,73/100,Entreprise,"","",Bourgogne-Franche-Comté,"Côte-d'or"
PACIFICA,352358865,2018,79/100,"Unité Economique et Sociale (UES)","PACIFICA- SIRCA","SIRCA (388156499)",Ile-de-France,Paris
"ARVAL SERVICE LEASE",352256424,2018,84/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"SOLVAY FRANCE",352170161,2018,89/100,"Unité Economique et Sociale (UES)","SOLVAY FRANCE","RHODIA OPERATIONS (62203783), SOLVAY OPERATIONS FRANCE (414574053), CYTEC PROCESS MATERIALS (378978498), RHODIA LABORATOIRE DU FUTUR (442993358), SOLVAY ENERGY SERVICES (428766976), SOLVAY SPECIALTY POLYMERS FRANCE (414574525), SOLVAY FLUORES FRANCE (414574152)",Ile-de-France,Paris
"SAFRAN NACELLES SAS",352050512,2018,84/100,Entreprise,"","",Normandie,Seine-Maritime
"SAFRAN NACELLES S.A.S.",352050512,2018,69/100,Entreprise,"","",Normandie,Seine-Maritime
"CANDIA SAS",352014955,2018,78/100,Entreprise,"","",Ile-de-France,Paris
TEMSYS,351867692,2018,84/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"SAS ADOPT",351837406,2018,59/65,Entreprise,"","",Nouvelle-Aquitaine,Gironde
Charlestwon,351825419,2018,79/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Meubles IKEA France SAS",351745724,2018,75/100,Entreprise,"","",Ile-de-France,Yvelines
"Société US",351630371,2018,91/100,Entreprise,"","",Ile-de-France,"Val-d'oise"
"DELL SA",351528229,2018,87/100,Entreprise,"","",Occitanie,Hérault
"Grands Moulins de Paris",351466495,2018,78/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"NEWREST RESTURATION",351442082,2018,79/100,Entreprise,"","",Ile-de-France,Val-de-Marne
SAS,351164488,2018,85/100,Entreprise,"","",Hauts-de-France,Nord
Scalian,350992707,2018,52/100,"Unité Economique et Sociale (UES)","UES Scalian / Eurogiciel","Scalian Evosys (437603012), Scalian Eurogiciel (384308888), Scalian Etop (405345471), Scalian Equert (442812574)",Occitanie,Haute-Garonne
"RESIDE ETUDES",350902102,2018,59/100,"Unité Economique et Sociale (UES)","RESIDE ETUDES","RESIDE ETUDES GESTION (484823976), LINCOLM FRANCOIS PREMIER (397860826), L'YSER (382403632), RELAIS SPA SAS (485376313), RELAIS SPA ROISSY (529780389)",Ile-de-France,Paris
"FPT FRANCE",350693586,2018,97/100,Entreprise,"","",Bourgogne-Franche-Comté,Saône-et-Loire
CEGEDIM,350422622,2018,54/100,"Unité Economique et Sociale (UES)","UES Boulogne","BSV (397552829), CEGEDIM ASSURANCES CONSEIL (849779210), CEGEDIM CLOUD (790173066), CEGEDIM INGENIERIE (402338719), CEGEDIM OUTSOURCING (303529184), CEGEDIM SRH (332665371), CEGEDIM SRH MONTARGIS (752466805), CETIP (410489165), CEGEDIM LOGICIELS MEDICAUX (353754088), CEGEDIM MEDIA (602006306), DOCAVENUE (841447295), FUTURAMEDIA (494625130), GERS SAS (521625582), MEDEXACT (432451912), PHARMASTOCK (403286446), RESIP (332087964), SMART RX (789997871)",Ile-de-France,Hauts-de-Seine
"FNAC PARIS SA",350127460,2018,89/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"LACTALIS NESTLE ULTRA FRAIS MARQUES",350063384,2018,79/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
SEPUR,350050589,2018,58/85,Entreprise,"","",Ile-de-France,Yvelines
"CREDIT COOPERATIF",349974931,2018,79/100,"Unité Economique et Sociale (UES)","CREDIT COOPERATIF - BTP BANQUE - ECOFI INVESTISSEMENTS","BTP BANQUE (339182784), ECOFI INVESTISSEMENTS (999990369)",Ile-de-France,Hauts-de-Seine
"GE EPF SNC",349942458,2018,74/85,Entreprise,"","",Bourgogne-Franche-Comté,"Territoire de Belfort"
HOLDER,349557934,2018,84/100,"Unité Economique et Sociale (UES)",HOLDER,"BOULANGERIES PAUL (403052111), CHATEAU BLANC (335172417), iNSTITUT DE FORMATION HOLDER (482032752), PANACHAT (501703409), PANAPRO (499962942), PANETUDE (316253244), PANTIN BWANA JONES (350167896), PATISSERIE E.LADUREE (572045540), SAINT MARTIAL (350171294), AUTEF (348111980), PAUL SERVICES (492064803)",Hauts-de-France,Nord
"SANOFI PASTEUR SA",349505370,2018,94/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"FIGEAC AERO",349357343,2018,87/100,Entreprise,"","",Occitanie,Lot
"Zara France",348991555,2018,98/100,"Unité Economique et Sociale (UES)","UES DITEX","Bershka France (443617725), Massimo Dutti France (438843096), Oysho France (497987222), Pull&Bear France (480557149), Stradivarius France (489972166), Zara Home France (488000969)",Ile-de-France,Paris
FENWICK-LINDE,348936386,2018,83/100,Entreprise,"","",Ile-de-France,Yvelines
ALTEN,348607417,2018,94/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Ernst & Young Advisory",348006446,2018,70/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
LABEYRIE,347902587,2018,79/100,Entreprise,"","",Nouvelle-Aquitaine,Landes
PROXIMY,347849382,2018,79/85,"Unité Economique et Sociale (UES)","UES PROXIMY TEAM DIFFUSION","TEAM DIFFUSION (519087175)",Ile-de-France,Seine-Saint-Denis
"UGC CINE CITE",347806002,2018,80/100,"Unité Economique et Sociale (UES)",UGC,"UGC SA (562038182), UGC DISTRIBUTION (515311553), UGC CINE CITE IDF (395251440), SOCIETE DES CINEMAS DE L'OUEST (823795372), UGC IMAGES (352347231), UGC DIFFUSION (327373114)",Ile-de-France,Hauts-de-Seine
"SOCIETE LOUIS VUITTON SERVICES",347662454,2018,88/100,Entreprise,"","",Ile-de-France,Paris
"BOULANGER SA",347384570,2018,89/100,Entreprise,"","",Hauts-de-France,Nord
"CARREFOUR PROXIMITE FRANCE",345130488,2018,73/100,Entreprise,"","",Normandie,Calvados
"CAMAIEU INTERNATIONAL",345086177,2018,64/85,"Unité Economique et Sociale (UES)","UES CAMAIEU","FINANCIERE BRAME (330345927)",Hauts-de-France,Nord
"OBS SA",345039416,2018,79/100,"Unité Economique et Sociale (UES)","UES OBS","OCD (512664194)",Ile-de-France,Seine-Saint-Denis
"SECURITAS DIRECT",345006027,2018,38/65,Entreprise,"","",Ile-de-France,Hauts-de-Seine
AKWEL,344844998,2018,85/100,Entreprise,"","",Auvergne-Rhône-Alpes,Ain
"PARIS HABITAT",344810825,2018,98/100,Entreprise,"","",Ile-de-France,Paris
"GSF ATLANTIS",344636477,2018,84/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Alpes-Maritimes
AMADEUS,344496252,2018,80/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Alpes-Maritimes
"GSF CELTUS",344483003,2018,78/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Alpes-Maritimes
"ELIVIA SAS",344477468,2018,88/100,Entreprise,"","","Pays de la Loire",Maine-et-Loire
"GSF ORION",344382874,2018,89/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Alpes-Maritimes
"INFOTEL CONSEIL",344122262,2018,79/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"SUD SERVICE",343952859,2018,62/85,Entreprise,"","",Occitanie,Hérault
"Fraikin France",343862652,2018,70/100,"Unité Economique et Sociale (UES)",Fraikin,"Fraikin Services (447898388)",Ile-de-France,Hauts-de-Seine
"COCA COLA EUROPEAN PARTNERS",343688016,2018,82/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"ARMOR GROUPE",343539680,2018,10/50,Entreprise,"","",Ile-de-France,Val-de-Marne
COVED,343403531,2018,79/100,Entreprise,"","",Occitanie,Haute-Garonne
TORANN-FRANCE,343321618,2018,95/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"PREVOIR VIE",343286183,2018,89/100,Entreprise,"","",Ile-de-France,Paris
SNC,343262622,2018,69/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"INITIAL SAS",343234142,2018,84/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"STARS SERVICES",343207916,2018,44/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"GROUPAMA ASSURANCES MUTUELLES",343115135,2018,78/100,"Unité Economique et Sociale (UES)","UES GROUPAMA GAN","GROUPAMA GAN VIE (340427616), GAN ASSURANCES (542063797), GAN PREVOYANCE (410569776), GAN PATRIMOINE (457504694), GROUPAMA SUPPORTS ET SERVICES (410546956)",Ile-de-France,Paris
"VINCI Construction Grands Projets",343088134,2018,71/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"VINCI Construction Grands Projets",343088134,2018,76/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"SFR SA",343059564,2018,83/100,"Unité Economique et Sociale (UES)","Unité Economique et Sociale SFR","SFR Collectivités (419753587), SRR (393551007), LTB-R (399470731)",Ile-de-France,Paris
"EUROTUNNEL SERVICES GIE",342874617,2018,77/100,Entreprise,"","",Hauts-de-France,Pas-de-Calais
"CLAIRE'S FRANCE",342837416,2018,64/80,Entreprise,"","",Ile-de-France,Paris
"TDF SAS",342404399,2018,93/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
ILIAD,342376332,2018,76/100,"Unité Economique et Sociale (UES)","ENTITES ISOLEES GROUPE ILIAD","ASSUNET (421259797), FREE (421938861), FREE RESEAU (419392931), FREE INFRASTRUCTURE (488095803), FREE MOBILE (499247138), IFW (400089942)",Ile-de-France,Paris
ILIAD,342376332,2018,45/100,"Unité Economique et Sociale (UES)","ENTITES ISOLEES GROUPE ILIAD","ASSUNET (421259797), FREE (421938861), FREE RESEAU (419392931), FREE INFRASTRUCTURE (488095803), FREE MOBILE (499247138), IFW (400089942)",Ile-de-France,Paris
"VALEO SYSTEMES D'ESSUYAGE",342192150,2018,89/100,Entreprise,"","",Ile-de-France,Yvelines
"Apside SA",309065084,2018,74/100,"Unité Economique et Sociale (UES)","UES APSIDE","Apside Technologies (333455400), Apside Infogérance (477699201)",Ile-de-France,Hauts-de-Seine
"TEXA SERVICES",341810232,2018,73/100,"Unité Economique et Sociale (UES)","UES TEXA","TEXA (392488722), TEXA GLOBAL SOLUTIONS (417531431), GBA (491314183), TROCADERO PARTICIPATIONS (752470831), TEXACORP (820803484), CELLINKS (820803484)",Ile-de-France,Paris
"CNP ASSURANCES",341737062,2018,99/100,Entreprise,"","",Ile-de-France,Paris
Vertdis,341633725,2018,68/100,"Unité Economique et Sociale (UES)","Distribution Verte","Plein Champ (412572497), Chlorodis (811918895), Jardin de Rouvroy (380772160), Prise Direct (811918829)",Hauts-de-France,Pas-de-Calais
"STMicroelectronics SA",341459386,2018,50/100,"Unité Economique et Sociale (UES)",STMicroelectronics,"STMicroelectronics (Tours) SAS) (380932590), STMicroelectronics (Rousset) SAS (414969584), STMicroelectronics (Crolles 2) SAS (399395581), STMicroelectronics (Alps) SAS (504940925), STMicroelectronics (Grand Ouest) SAS (409768520), STMicroelectronics (Grenoble 2) SAS (504941337)",Ile-de-France,Hauts-de-Seine
STMICROELECTRONICS,341459386,2018,87/100,"Unité Economique et Sociale (UES)",STMICROELECTRONICS,"STMICROELECTRONICS TOURS SAS (380932590), STMICROELCTRONICS ROUSSET SAS (414969584), STMICROELECTRONICS CROLLES 2 SAS (399395581), STMICROELECTRONICS ALPS SAS (504940925), STMICROELECTRONICS GRAND OUEST SAS (409768520), STMICROELECTRONICS GRENOBLE 2 SAS (504941337)",Ile-de-France,Hauts-de-Seine
"ICTS FRANCE",341429488,2018,75/85,Entreprise,"","",Ile-de-France,"Val-d'oise"
"Challancin Prévention Sécurité",341152395,2018,64/85,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"Association groupe SOS Solidarités",341062404,2018,84/100,Entreprise,"","",Ile-de-France,Paris
"IDEMIA FRANCE",340709534,2018,81/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"DERICHEBOURG ATIS AERONAUTIQUE",340641216,2018,74/100,Entreprise,"","",Occitanie,Haute-Garonne
"EG SERVICES FRANCE",340018852,2018,80/100,Entreprise,"","",Ile-de-France,"Val-d'oise"
Adages,339774424,2018,83/85,Entreprise,"","",Occitanie,Hérault
"Sodexo Hygiène et Propreté",339750226,2018,99/100,Entreprise,"","",Ile-de-France,Yvelines
"ATALIAN PROPRETE IDF",339718421,2018,84/100,Entreprise,"","",Ile-de-France,Paris
"SASU Société par actions simplifiée à associé unique",339609661,2018,88/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
SAS,339447534,2018,84/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"COSMETIQUE ACTIVE FRANCE",339419962,2018,88/100,"Unité Economique et Sociale (UES)","COSMETIQUE ACTIVE","COSMETIQUE ACTIVE INTERNATIONAL (350760559), COSMETIQUE ACTIVE PRODUCTION (976620675)",Ile-de-France,Hauts-de-Seine
"DARTY GRAND OUEST",339403933,2018,88/100,"Unité Economique et Sociale (UES)","DARTY GRAND OUEST","A2I DARTY OUEST (491554557)","Pays de la Loire",Loire-Atlantique
"SAUR SAS",339379984,2018,78/100,"Unité Economique et Sociale (UES)","UES Eau de SAUR","STEREAU (602011918), ASUR ANALYSES ET MESURES (428565741), CISE TP (428561740), SARL HYDROSERVICES DE L'OUEST (351663794), SOCIÉTÉ DES EAUX DE LA PRESQU’ÎLE GUERANDAISE - SEPIG (542080486), SEPIG ATLANTIQUE EAU (507922763), COMPAGNIE DES EAUX DE ROYAN - CET (715550091), GESTION POUR L'ENVIRONNEMENT DE MONTAUBAN - GEM (539047951), ECOSTATION (789877776), AGGLOPOLE PROVENCE ASSAINNISSEMENT (789938784), GESTION DE L'ASSAINISSEMENT DU VALENCIENNOIS - GESAV (815333190), ACCM ASSAINISSEMENT (815357033), ACCM EAU (815356977), SOCIETE DE SERVICE DES EAUX DES TROIS RIVIEREVES - SE3R (824190516), SAINT AFF'O SEMOP (834048936), EAU DE GARONNE (844291542), EAU DE DINAN ASSAINISSEMENT (843195066)",Ile-de-France,Hauts-de-Seine
"OI FRANCE SAS",339030702,2018,99/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"SAS STOCK J BOUTIQUE JENNYFER",338880180,2018,40/85,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"MOTEURS LEROY SOMER",338567258,2018,88/100,Entreprise,"","",Nouvelle-Aquitaine,Charente
"SAFRAN HELICOPTER ENGINES",338481955,2018,89/100,Entreprise,"","",Nouvelle-Aquitaine,Pyrénées-Atlantiques
"PROSEGUR SECURITE HUMAINE",338246317,2018,75/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"PricewaterhouseCoopers Advisory",338112733,2018,87/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"RICOH FRANCE SASU",337621841,2018,78/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"ABB France",335146312,2018,86/100,Entreprise,"","",Ile-de-France,"Val-d'oise"
"ORACLE FRANCE",335092318,2018,72/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
Proxiserve,334873726,2018,73/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"Association Groupe Edenis",334795051,2018,82/100,Entreprise,"","",Occitanie,Haute-Garonne
"SAS RELAIS FNAC",334473352,2018,79/100,Entreprise,"","",Ile-de-France,Val-de-Marne
"Association Régionale pour l'Integration",334353471,2018,80/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
"UNITED PARCEL SERVICE FRANCE SAS",334175221,2018,84/100,Entreprise,"","",Ile-de-France,Paris
ANSAMBLE,334159472,2018,94/100,Entreprise,"","",Bretagne,Morbihan
elivie,333954386,2018,79/100,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"KUEHNE + NAGEL SAS",333583466,2018,79/100,Entreprise,"","",Ile-de-France,Seine-et-Marne
ACCOORD,333352524,2018,65/65,Entreprise,"","","Pays de la Loire",Loire-Atlantique
Ifac,332737394,2018,79/100,Entreprise,"","",Ile-de-France,Hauts-de-Seine
"VINDEMIA DISTRIBUTION",332332386,2018,88/100,Entreprise,"","","La Réunion","La Réunion"
"MEDIAPOST SAS",331648014,2018,75/100,Entreprise,"","",Ile-de-France,Paris
CIRAD,331596270,2018,69/80,Entreprise,"","",Ile-de-France,Paris
"Valeo Systemes Thermiques",331312108,2018,77/100,Entreprise,"","",Ile-de-France,Yvelines
"INDUSTEEL FRANCE",331310870,2018,73/100,Entreprise,"","",Ile-de-France,Seine-Saint-Denis
"Eiffage Energie Systèmes - Clemessy Services",330730771,2018,76/100,Entreprise,"","",Ile-de-France,Yvelines
IFREMER,330715368,2018,83/100,Entreprise,"","",Bretagne,Finistère
AVEM,330447236,2018,54/100,Entreprise,"","",Bretagne,Ille-et-Vilaine
"CHAUSSEA SAS",330267691,2018,98/100,Entreprise,"","","Grand Est",Meurthe-et-Moselle
SYNERGIE,329925010,2018,74/100,Entreprise,"","",Ile-de-France,Paris
SYNERGIE,329910000,2018,49/65,Entreprise,"","",Ile-de-France,Paris
"COLAS SUD-OUEST",329405211,2018,15/25,Entreprise,"","",Nouvelle-Aquitaine,Gironde
"COLAS RHONE-ALPES AUVERGNE",329393797,2018,49/65,Entreprise,"","",Auvergne-Rhône-Alpes,Rhône
"Colas Midi Méditerranée",329368526,2018,50/60,Entreprise,"","","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
"Colas Midi Méditerranée",329368526,2018,79/100,Entreprise,"","","Provence-Alpes-Côte d'Azur",Bouches-du-Rhône
